"relative_path","full_path","Name","Extension","Length","size_mb","LastWriteTime"
".venv_fooocus\Lib\site-packages\setuptools\tests\indexes\test_links_priority\external.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\setuptools\tests\indexes\test_links_priority\external.html","external.html",".html","92","0","26/12/47 09:31:14 ص"
".venv_fooocus\Lib\site-packages\setuptools\tests\indexes\test_links_priority\simple\foobar\index.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\setuptools\tests\indexes\test_links_priority\simple\foobar\index.html","index.html",".html","174","0","26/12/47 09:31:14 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\LICENSE.md","LICENSE.md",".md","1541","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip-26.1.2.dist-info\licenses\src\pip\_vendor\idna\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip-26.1.2.dist-info\licenses\src\pip\_vendor\idna\LICENSE.md","LICENSE.md",".md","1541","0.001","26/12/47 09:31:32 ص"
".venv_fooocus\Lib\site-packages\narwhals-2.22.1.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\narwhals-2.22.1.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1082","0.001","26/12/47 09:33:48 ص"
".venv_fooocus\Lib\site-packages\scipy\fft\_pocketfft\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\scipy\fft\_pocketfft\LICENSE.md","LICENSE.md",".md","1523","0.001","26/12/47 09:34:08 ص"
".venv_fooocus\Lib\site-packages\pygit2-1.15.1.dist-info\AUTHORS.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pygit2-1.15.1.dist-info\AUTHORS.md","AUTHORS.md",".md","4183","0.004","26/12/47 09:35:00 ص"
".venv_fooocus\Lib\site-packages\numba\core\annotations\template.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\numba\core\annotations\template.html","template.html",".html","3608","0.003","26/12/47 09:36:26 ص"
".venv_fooocus\Lib\site-packages\httpcore-1.0.9.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\httpcore-1.0.9.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1518","0.001","26/12/47 09:37:10 ص"
".venv_fooocus\Lib\site-packages\pymatting-1.1.15.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pymatting-1.1.15.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1066","0.001","26/12/47 09:37:12 ص"
".venv_fooocus\Lib\site-packages\pooch-1.9.0.dist-info\licenses\AUTHORS.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pooch-1.9.0.dist-info\licenses\AUTHORS.md","AUTHORS.md",".md","3225","0.003","26/12/47 09:37:14 ص"
".venv_fooocus\Lib\site-packages\onnxruntime\Privacy.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\onnxruntime\Privacy.md","Privacy.md",".md","2490","0.002","26/12/47 09:37:16 ص"
".venv_fooocus\Lib\site-packages\onnxruntime\tools\mobile_helpers\coreml_supported_ops.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\onnxruntime\tools\mobile_helpers\coreml_supported_ops.md","coreml_supported_ops.md",".md","1796","0.002","26/12/47 09:37:18 ص"
".venv_fooocus\Lib\site-packages\onnxruntime\tools\mobile_helpers\nnapi_supported_ops.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\onnxruntime\tools\mobile_helpers\nnapi_supported_ops.md","nnapi_supported_ops.md",".md","2385","0.002","26/12/47 09:37:18 ص"
".venv_fooocus\Lib\site-packages\huggingface_hub\templates\datasetcard_template.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\huggingface_hub\templates\datasetcard_template.md","datasetcard_template.md",".md","5503","0.005","26/12/47 09:37:32 ص"
".venv_fooocus\Lib\site-packages\huggingface_hub\templates\modelcard_template.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\huggingface_hub\templates\modelcard_template.md","modelcard_template.md",".md","6870","0.007","26/12/47 09:37:32 ص"
".venv_fooocus\Lib\site-packages\httpx-0.27.0.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\httpx-0.27.0.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1508","0.001","26/12/47 09:37:38 ص"
".venv_fooocus\Lib\site-packages\supervision-0.6.0.dist-info\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\supervision-0.6.0.dist-info\LICENSE.md","LICENSE.md",".md","1065","0.001","26/12/47 09:38:00 ص"
".venv_fooocus\Lib\site-packages\gradio_client\CHANGELOG.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\gradio_client\CHANGELOG.md","CHANGELOG.md",".md","12637","0.012","26/12/47 09:38:02 ص"
".venv_fooocus\Lib\site-packages\lightning_fabric\CHANGELOG.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\lightning_fabric\CHANGELOG.md","CHANGELOG.md",".md","34170","0.033","26/12/47 09:39:50 ص"
".venv_fooocus\Lib\site-packages\pytorch_lightning\CHANGELOG.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pytorch_lightning\CHANGELOG.md","CHANGELOG.md",".md","458321","0.437","26/12/47 09:39:52 ص"
".venv_fooocus\Lib\site-packages\pytorch_lightning\README.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pytorch_lightning\README.md","README.md",".md","16132","0.015","26/12/47 09:39:52 ص"
".venv_fooocus\Lib\site-packages\altair\jupyter\js\README.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\altair\jupyter\js\README.md","README.md",".md","172","0","26/12/47 09:40:06 ص"
".venv_fooocus\Lib\site-packages\gradio\CHANGELOG.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\gradio\CHANGELOG.md","CHANGELOG.md",".md","249201","0.238","26/12/47 09:40:14 ص"
".venv_fooocus\Lib\site-packages\gradio\templates\cdn\index.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\gradio\templates\cdn\index.html","index.html",".html","2103","0.002","26/12/47 09:40:16 ص"
".venv_fooocus\Lib\site-packages\gradio\templates\frontend\index.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\gradio\templates\frontend\index.html","index.html",".html","2056","0.002","26/12/47 09:40:22 ص"
".venv_fooocus\Lib\site-packages\gradio\templates\frontend\share.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\gradio\templates\frontend\share.html","share.html",".html","2103","0.002","26/12/47 09:40:22 ص"
".venv_fooocus\Lib\site-packages\torch\utils\model_dump\skeleton.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\utils\model_dump\skeleton.html","skeleton.html",".html","405","0","26/12/47 10:49:18 ص"
".venv_fooocus\Lib\site-packages\torchgen\packaged\autograd\README.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torchgen\packaged\autograd\README.md","README.md",".md","150","0","26/12/47 10:49:20 ص"
".venv_fooocus\Lib\site-packages\numpy\random\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\numpy\random\LICENSE.md","LICENSE.md",".md","3582","0.003","26/12/47 10:55:48 ص"
".venv_fooocus\Lib\site-packages\idna-3.6.dist-info\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\idna-3.6.dist-info\LICENSE.md","LICENSE.md",".md","1541","0.001","26/12/47 10:57:00 ص"
".venv_fooocus\Lib\site-packages\uvicorn-0.23.2.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\uvicorn-0.23.2.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1526","0.001","26/12/47 10:57:50 ص"
".venv_fooocus\Lib\site-packages\starlette-0.27.0.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\starlette-0.27.0.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1518","0.001","26/12/47 10:57:56 ص"
".venv_sdwebui\Lib\site-packages\pip\_vendor\idna\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\pip\_vendor\idna\LICENSE.md","LICENSE.md",".md","1541","0.001","26/12/47 12:52:38 م"
".venv_sdwebui\Lib\site-packages\pip-26.1.2.dist-info\licenses\src\pip\_vendor\idna\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\pip-26.1.2.dist-info\licenses\src\pip\_vendor\idna\LICENSE.md","LICENSE.md",".md","1541","0.001","26/12/47 12:52:44 م"
".venv_sdwebui\Lib\site-packages\idna-3.18.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\idna-3.18.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1541","0.001","26/12/47 12:57:32 م"
".venv_sdwebui\Lib\site-packages\torch\utils\model_dump\skeleton.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\utils\model_dump\skeleton.html","skeleton.html",".html","405","0","26/12/47 01:04:04 م"
".venv_sdwebui\Lib\site-packages\torchgen\packaged\autograd\README.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torchgen\packaged\autograd\README.md","README.md",".md","150","0","26/12/47 01:04:06 م"
".venv_sdwebui\Lib\site-packages\typer\.agents\skills\typer\SKILL.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\typer\.agents\skills\typer\SKILL.md","SKILL.md",".md","6172","0.006","26/12/47 01:08:54 م"
".venv_sdwebui\Lib\site-packages\aenum\README.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\aenum\README.md","README.md",".md","6207","0.006","26/12/47 02:02:32 م"
".venv_sdwebui\Lib\site-packages\aenum\doc\aenum.pdf","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\aenum\doc\aenum.pdf","aenum.pdf",".pdf","137027","0.131","26/12/47 02:02:32 م"
".venv_sdwebui\Lib\site-packages\pyparsing\ai\best_practices.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\pyparsing\ai\best_practices.md","best_practices.md",".md","8472","0.008","26/12/47 02:02:50 م"
".venv_sdwebui\Lib\site-packages\numpy\random\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\numpy\random\LICENSE.md","LICENSE.md",".md","3582","0.003","26/12/47 02:03:20 م"
".venv_sdwebui\Lib\site-packages\narwhals-2.22.1.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\narwhals-2.22.1.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1082","0.001","26/12/47 02:04:02 م"
".venv_sdwebui\Lib\site-packages\lazy_loader-0.5.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\lazy_loader-0.5.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1539","0.001","26/12/47 02:04:14 م"
".venv_sdwebui\Lib\site-packages\uvicorn-0.49.0.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\uvicorn-0.49.0.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1526","0.001","26/12/47 02:04:46 م"
".venv_sdwebui\Lib\site-packages\scipy\fft\_pocketfft\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\scipy\fft\_pocketfft\LICENSE.md","LICENSE.md",".md","1523","0.001","26/12/47 02:04:50 م"
".venv_sdwebui\Lib\site-packages\numba\core\annotations\template.html","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\numba\core\annotations\template.html","template.html",".html","3608","0.003","26/12/47 02:06:00 م"
".venv_sdwebui\Lib\site-packages\huggingface_hub\templates\datasetcard_template.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\huggingface_hub\templates\datasetcard_template.md","datasetcard_template.md",".md","5503","0.005","26/12/47 02:06:46 م"
".venv_sdwebui\Lib\site-packages\huggingface_hub\templates\modelcard_template.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\huggingface_hub\templates\modelcard_template.md","modelcard_template.md",".md","6870","0.007","26/12/47 02:06:46 م"
".venv_sdwebui\Lib\site-packages\blendmodes-2022.dist-info\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\blendmodes-2022.dist-info\LICENSE.md","LICENSE.md",".md","1192","0.001","26/12/47 02:06:58 م"
".venv_sdwebui\Lib\site-packages\starlette-0.26.1.dist-info\licenses\LICENSE.md","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\starlette-0.26.1.dist-info\licenses\LICENSE.md","LICENSE.md",".md","1518","0.001","26/12/47 02:08:34 م"
