"relative_path","full_path","Name","Extension","Length","size_mb","LastWriteTime"
"02_stable_diffusion_webui\stable-diffusion-webui-master\stable-diffusion-webui-master\repositories\stable-diffusion-stability-ai\.git\objects\pack\pack-d55e91484b8db9bf619027e05941ef6a4d428d24.pack","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\02_stable_diffusion_webui\stable-diffusion-webui-master\stable-diffusion-webui-master\repositories\stable-diffusion-stability-ai\.git\objects\pack\pack-d55e91484b8db9bf619027e05941ef6a4d428d24.pack","pack-d55e91484b8db9bf619027e05941ef6a4d428d24.pack",".pack","44662188","42.593","26/12/47 01:59:46 م"
".venv_fooocus\Lib\site-packages\torch\lib\nvrtc64_120_0.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\lib\nvrtc64_120_0.dll","nvrtc64_120_0.dll",".dll","42161152","40.208","26/12/47 10:48:52 ص"
".venv_sdwebui\Lib\site-packages\torch\lib\nvrtc64_120_0.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\lib\nvrtc64_120_0.dll","nvrtc64_120_0.dll",".dll","42161152","40.208","26/12/47 01:03:12 م"
".venv_sdwebui\Lib\site-packages\torch\lib\libprotoc.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\lib\libprotoc.lib","libprotoc.lib",".lib","39640256","37.804","26/12/47 01:03:08 م"
".venv_fooocus\Lib\site-packages\torch\lib\libprotoc.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\lib\libprotoc.lib","libprotoc.lib",".lib","39640256","37.804","26/12/47 10:48:50 ص"
".venv_fooocus\Lib\site-packages\scipy.libs\libscipy_openblas-5b1ec8b915dfb81d11cebc0788069d2d.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\scipy.libs\libscipy_openblas-5b1ec8b915dfb81d11cebc0788069d2d.dll","libscipy_openblas-5b1ec8b915dfb81d11cebc0788069d2d.dll",".dll","38190043","36.421","26/12/47 09:34:30 ص"
".venv_sdwebui\Lib\site-packages\numpy.libs\libopenblas64__v0.3.23-293-gc2f4bdbb-gcc_10_3_0-2bde3a66a51006b2b53eb373ff767a3f.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\numpy.libs\libopenblas64__v0.3.23-293-gc2f4bdbb-gcc_10_3_0-2bde3a66a51006b2b53eb373ff767a3f.dll","libopenblas64__v0.3.23-293-gc2f4bdbb-gcc_10_3_0-2bde3a66a51006b2b53eb373ff767a3f.dll",".dll","38168576","36.4","26/12/47 02:03:24 م"
".venv_fooocus\Lib\site-packages\numpy.libs\libopenblas64__v0.3.23-293-gc2f4bdbb-gcc_10_3_0-2bde3a66a51006b2b53eb373ff767a3f.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\numpy.libs\libopenblas64__v0.3.23-293-gc2f4bdbb-gcc_10_3_0-2bde3a66a51006b2b53eb373ff767a3f.dll","libopenblas64__v0.3.23-293-gc2f4bdbb-gcc_10_3_0-2bde3a66a51006b2b53eb373ff767a3f.dll",".dll","38168576","36.4","26/12/47 10:55:56 ص"
".venv_sdwebui\Lib\site-packages\torch\lib\libprotobuf.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\lib\libprotobuf.lib","libprotobuf.lib",".lib","37787428","36.037","26/12/47 01:03:08 م"
".venv_fooocus\Lib\site-packages\torch\lib\libprotobuf.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\lib\libprotobuf.lib","libprotobuf.lib",".lib","37787428","36.037","26/12/47 10:48:50 ص"
".venv_sdwebui\Lib\site-packages\torch\lib\nvJitLink_120_0.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\lib\nvJitLink_120_0.dll","nvJitLink_120_0.dll",".dll","34385920","32.793","26/12/47 01:03:10 م"
".venv_fooocus\Lib\site-packages\torch\lib\nvJitLink_120_0.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\lib\nvJitLink_120_0.dll","nvJitLink_120_0.dll",".dll","34385920","32.793","26/12/47 10:48:50 ص"
"01_fooocus\entry_with_update_full\models\upscale_models\fooocus_upscaler_s409985e5.bin","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\01_fooocus\entry_with_update_full\models\upscale_models\fooocus_upscaler_s409985e5.bin","fooocus_upscaler_s409985e5.bin",".bin","33636613","32.078","23/03/45 11:53:28 ص"
"05_docs_reports\FULL_ALL_FILES_INVENTORY.csv","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\05_docs_reports\FULL_ALL_FILES_INVENTORY.csv","FULL_ALL_FILES_INVENTORY.csv",".csv","29406012","28.044","26/12/47 08:50:56 م"
".venv_fooocus\Lib\site-packages\torch\lib\torch_cpu.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\lib\torch_cpu.lib","torch_cpu.lib",".lib","28602118","27.277","26/12/47 10:48:54 ص"
".venv_sdwebui\Lib\site-packages\torch\lib\torch_cpu.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\lib\torch_cpu.lib","torch_cpu.lib",".lib","28602118","27.277","26/12/47 01:03:18 م"
".venv_sdwebui\Lib\site-packages\pillow_avif\_avif.cp310-win_amd64.pyd","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\pillow_avif\_avif.cp310-win_amd64.pyd","_avif.cp310-win_amd64.pyd",".pyd","28395008","27.08","26/12/47 02:02:26 م"
".venv_sdwebui\Lib\site-packages\cv2\opencv_videoio_ffmpeg4110_64.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\cv2\opencv_videoio_ffmpeg4110_64.dll","opencv_videoio_ffmpeg4110_64.dll",".dll","27954688","26.66","26/12/47 02:05:56 م"
".venv_fooocus\Lib\site-packages\cv2\opencv_videoio_ffmpeg4110_64.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\cv2\opencv_videoio_ffmpeg4110_64.dll","opencv_videoio_ffmpeg4110_64.dll",".dll","27954688","26.66","26/12/47 09:36:14 ص"
".venv_fooocus\Lib\site-packages\cv2\opencv_videoio_ffmpeg4100_64.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\cv2\opencv_videoio_ffmpeg4100_64.dll","opencv_videoio_ffmpeg4100_64.dll",".dll","26391552","25.169","26/12/47 09:36:18 ص"
"01_fooocus\entry_with_update_full\.git\objects\pack\pack-467ea5a2d00722ebead77fa51c245b2cf643dc41.pack","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\01_fooocus\entry_with_update_full\.git\objects\pack\pack-467ea5a2d00722ebead77fa51c245b2cf643dc41.pack","pack-467ea5a2d00722ebead77fa51c245b2cf643dc41.pack",".pack","22660899","21.611","24/01/45 07:53:10 م"
".venv_fooocus\Lib\site-packages\torch\lib\kineto.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\lib\kineto.lib","kineto.lib",".lib","21289950","20.304","26/12/47 10:48:48 ص"
".venv_sdwebui\Lib\site-packages\torch\lib\kineto.lib","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\lib\kineto.lib","kineto.lib",".lib","21289950","20.304","26/12/47 01:03:06 م"
".venv_sdwebui\Lib\site-packages\scipy.libs\libscipy_openblas-f07f5a5d207a3a47104dca54d6d0c86a.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\scipy.libs\libscipy_openblas-f07f5a5d207a3a47104dca54d6d0c86a.dll","libscipy_openblas-f07f5a5d207a3a47104dca54d6d0c86a.dll",".dll","20155392","19.222","26/12/47 02:05:12 م"
".venv_sdwebui\Lib\site-packages\torch\lib\torch_python.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\torch\lib\torch_python.dll","torch_python.dll",".dll","14636032","13.958","26/12/47 01:03:52 م"
".venv_fooocus\Lib\site-packages\torch\lib\torch_python.dll","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\torch\lib\torch_python.dll","torch_python.dll",".dll","14636032","13.958","26/12/47 10:49:06 ص"
"02_stable_diffusion_webui\stable-diffusion-webui-master\stable-diffusion-webui-master\repositories\taming-transformers\scripts\reconstruction_usage.ipynb","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\02_stable_diffusion_webui\stable-diffusion-webui-master\stable-diffusion-webui-master\repositories\taming-transformers\scripts\reconstruction_usage.ipynb","reconstruction_usage.ipynb",".ipynb","13701699","13.067","26/12/47 02:32:58 م"
".venv_fooocus\Lib\site-packages\onnxruntime\capi\onnxruntime_pybind11_state.pyd","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\onnxruntime\capi\onnxruntime_pybind11_state.pyd","onnxruntime_pybind11_state.pyd",".pyd","13618160","12.987","26/12/47 09:37:16 ص"
"06_portable_tools\PortableGit-2.54.0-64-bit\mingw64\bin\git-lfs.exe","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\06_portable_tools\PortableGit-2.54.0-64-bit\mingw64\bin\git-lfs.exe","git-lfs.exe",".exe","12738008","12.148","03/11/47 08:50:04 م"
".venv_fooocus\Lib\site-packages\gradio\templates\cdn\assets\index-1d5a0c4a.js.map","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\gradio\templates\cdn\assets\index-1d5a0c4a.js.map","index-1d5a0c4a.js.map",".map","12485263","11.907","26/12/47 09:40:20 ص"
".venv_fooocus\Lib\site-packages\gradio\templates\frontend\assets\index-a9692bd2.js.map","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\gradio\templates\frontend\assets\index-a9692bd2.js.map","index-a9692bd2.js.map",".map","12485263","11.907","26/12/47 09:40:28 ص"
".venv_sdwebui\Lib\site-packages\gradio\templates\frontend\assets\index-a9692bd2.js.map","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\gradio\templates\frontend\assets\index-a9692bd2.js.map","index-a9692bd2.js.map",".map","12485263","11.907","26/12/47 02:13:44 م"
".venv_sdwebui\Lib\site-packages\gradio\templates\cdn\assets\index-1d5a0c4a.js.map","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_sdwebui\Lib\site-packages\gradio\templates\cdn\assets\index-1d5a0c4a.js.map","index-1d5a0c4a.js.map",".map","12485263","11.907","26/12/47 02:13:36 م"
"00_archives_original\Fooocus-main.zip","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\00_archives_original\Fooocus-main.zip","Fooocus-main.zip",".zip","10817549","10.316","25/12/47 01:39:44 م"
"00_archives_original\Fooocus-main(1).zip","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\00_archives_original\Fooocus-main(1).zip","Fooocus-main(1).zip",".zip","10817549","10.316","25/12/47 01:39:44 م"
"06_portable_tools\PortableGit-2.54.0-64-bit\usr\share\misc\magic.mgc","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\06_portable_tools\PortableGit-2.54.0-64-bit\usr\share\misc\magic.mgc","magic.mgc",".mgc","10658304","10.165","03/11/47 08:50:06 م"
"00_archives_original\Fooocus-main(2).zip","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\00_archives_original\Fooocus-main(2).zip","Fooocus-main(2).zip",".zip","10587007","10.097","25/12/47 01:38:38 م"
